pair_id,file_a,file_b,label
calibration_000041,id10852/QCbljH_QH9M/00003.wav,id10852/jZLH__45hVM/00010.wav,1
calibration_000042,id10852/XgXbHX3_xIA/00002.wav,id10912/Yf93Q8L4xhs/00013.wav,0
calibration_000043,id11136/FNJVgXnZNXM/00002.wav,id11136/lgn4MoVWAd0/00001.wav,1
calibration_000044,id10956/6ewLksV5OWo/00002.wav,id10956/8Jim3lamzDQ/00013.wav,1
calibration_000045,id11136/JrfsarsjqF4/00001.wav,id11136/ugbeDncv40A/00001.wav,1
calibration_000046,id10017/qFUUDSjCy5M/00002.wav,id10956/M2k_enZdWu4/00026.wav,0
calibration_000047,id10724/e-vuV1-N97Q/00002.wav,id10912/ad3NhT2tA7E/00015.wav,0
calibration_000048,id10017/CYb_opUpiw4/00005.wav,id10393/UGid3tWJXKw/00003.wav,0
calibration_000049,id10017/CYb_opUpiw4/00026.wav,id10393/sV_ohWbzzQg/00013.wav,0
calibration_000050,id10912/Yf93Q8L4xhs/00007.wav,id11100/0dK_zszRMGE/00004.wav,0
calibration_000051,id10393/BRo6B3N-hcY/00001.wav,id10724/kHSikgTOz70/00004.wav,0
calibration_000052,id10956/lR3HvDI2qvw/00010.wav,id11100/Yp4Tnl9Ob9Y/00009.wav,0
calibration_000053,id10393/BRo6B3N-hcY/00007.wav,id10393/w3GPw1Kk2yQ/00014.wav,1
calibration_000054,id10956/JtKyh83pDBs/00002.wav,id11100/3wHTyqxyDqk/00007.wav,0
calibration_000055,id10956/6ewLksV5OWo/00002.wav,id10956/JtKyh83pDBs/00002.wav,1
calibration_000056,id10393/dTOyxqXd_5M/00011.wav,id10393/zGDrufd0E7U/00001.wav,1
calibration_000057,id10393/VG1kjxkcfcA/00001.wav,id10724/DP5gCFoWgGI/00004.wav,0
calibration_000058,id10912/67p2Yi5aHUM/00003.wav,id10912/H5qe-mHhOyQ/00001.wav,1
calibration_000059,id10393/dTOyxqXd_5M/00042.wav,id10393/zv3AoFFDWGs/00012.wav,1
calibration_000060,id10393/JhbyTN4ivRg/00015.wav,id10912/NBh6Y-hphmo/00015.wav,0
calibration_000061,id10393/VG1kjxkcfcA/00001.wav,id10393/WqPniXc7PxY/00005.wav,1
calibration_000062,id10852/sVUfcg8XQzg/00018.wav,id11130/NbELtjnkhYY/00002.wav,0
calibration_000063,id11100/3gQ8REIxTmw/00007.wav,id11100/4TIelDLLOyE/00001.wav,1
calibration_000064,id10017/xH3Pp_5yxOk/00007.wav,id11130/ajiJfJowUIA/00007.wav,0
calibration_000065,id11130/Zgl6gxMr9x0/00007.wav,id11130/o-hOCXnEFGc/00001.wav,1
calibration_000066,id10393/w3GPw1Kk2yQ/00009.wav,id10852/sVUfcg8XQzg/00002.wav,0
calibration_000067,id10852/fRGTY9Zed8I/00014.wav,id10852/jZLH__45hVM/00008.wav,1
calibration_000068,id10393/WqPniXc7PxY/00019.wav,id10956/M2k_enZdWu4/00042.wav,0
calibration_000069,id10393/BRo6B3N-hcY/00007.wav,id10912/WKkZvGACy8w/00004.wav,0
calibration_000070,id11130/Zgl6gxMr9x0/00013.wav,id11130/kYJi779BvMU/00002.wav,1
calibration_000071,id10393/BRo6B3N-hcY/00001.wav,id10724/6tFEkfsIeXk/00002.wav,0
calibration_000072,id10956/RFfFOkaYMTU/00005.wav,id11130/Zgl6gxMr9x0/00001.wav,0
calibration_000073,id10393/aWAguBjO03M/00007.wav,id10393/w3GPw1Kk2yQ/00008.wav,1
calibration_000074,id10017/xH3Pp_5yxOk/00016.wav,id10393/oyWxfzbelHo/00008.wav,0
calibration_000075,id10017/6ya9UpdRCPs/00001.wav,id10017/CYb_opUpiw4/00030.wav,1
calibration_000076,id10852/XgXbHX3_xIA/00001.wav,id10852/fRGTY9Zed8I/00008.wav,1
calibration_000077,id10393/aWAguBjO03M/00005.wav,id11130/NbELtjnkhYY/00002.wav,0
calibration_000078,id11130/7j_105F0RmM/00001.wav,id11130/uZCf5BK2BUQ/00003.wav,1
calibration_000079,id10852/sVUfcg8XQzg/00039.wav,id11136/Axf1v9rZsEw/00002.wav,0
calibration_000080,id10912/ad3NhT2tA7E/00022.wav,id11136/lgn4MoVWAd0/00003.wav,0
calibration_000081,id11130/3OERtMNQ0Is/00001.wav,id11136/X2Y1UPlq0j8/00011.wav,0
calibration_000082,id10393/oyWxfzbelHo/00019.wav,id11100/3gQ8REIxTmw/00018.wav,0
calibration_000083,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00005.wav,1
calibration_000084,id10724/xS_Mh-DOAI0/00013.wav,id11136/vZjpmzzZ_ng/00004.wav,0
calibration_000085,id10852/g5hgDbVpBQY/00001.wav,id11100/I3_NJyP6jp0/00001.wav,0
calibration_000086,id11100/Yp4Tnl9Ob9Y/00022.wav,id11100/vLEjFXUFGQA/00005.wav,1
calibration_000087,id10956/RsUKqz-Ng84/00002.wav,id10956/lR3HvDI2qvw/00002.wav,1
calibration_000088,id10852/2iV9HT3E1Ls/00012.wav,id10912/ad3NhT2tA7E/00010.wav,0
calibration_000089,id10724/XVoRDzwHwDU/00010.wav,id10852/2iV9HT3E1Ls/00010.wav,0
calibration_000090,id11136/Axf1v9rZsEw/00017.wav,id11136/X2Y1UPlq0j8/00009.wav,1
calibration_000091,id10017/xH3Pp_5yxOk/00022.wav,id10393/zv3AoFFDWGs/00020.wav,0
calibration_000092,id11100/5-veoCefJfQ/00003.wav,id11100/6Lv08Mbm1q0/00001.wav,1
calibration_000093,id10017/8rp9UYZp-zA/00016.wav,id10017/pOJlOI5cDZw/00005.wav,1
calibration_000094,id10852/sVUfcg8XQzg/00025.wav,id11130/Zgl6gxMr9x0/00014.wav,0
calibration_000095,id10912/JtTrbIAKVQg/00001.wav,id10912/WKkZvGACy8w/00013.wav,1
calibration_000096,id11130/HpRqgDTPkP0/00005.wav,id11130/nHUYI8o-lWg/00006.wav,1
calibration_000097,id10724/xS_Mh-DOAI0/00006.wav,id10956/3z_KK_JmQQ4/00001.wav,0
calibration_000098,id10724/kHSikgTOz70/00007.wav,id10724/pKOCOOG5Ukw/00001.wav,1
calibration_000099,id11130/RNKUA8EGl20/00008.wav,id11136/Pded8L7dHCQ/00001.wav,0
calibration_000100,id10956/M2k_enZdWu4/00030.wav,id11136/ydUt9GgHa9Q/00003.wav,0
calibration_000101,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00001.wav,1
calibration_000102,id10017/xH3Pp_5yxOk/00013.wav,id10852/2iV9HT3E1Ls/00022.wav,0
calibration_000103,id10017/5VxX7ZI5z5s/00004.wav,id10017/iwN6Hu6xyM0/00002.wav,1
calibration_000104,id10017/Pkfu9rKM5QA/00002.wav,id10852/sVUfcg8XQzg/00059.wav,0
calibration_000105,id10724/xS_Mh-DOAI0/00014.wav,id10956/RFfFOkaYMTU/00011.wav,0
calibration_000106,id10393/sV_ohWbzzQg/00002.wav,id11136/FNJVgXnZNXM/00002.wav,0
calibration_000107,id10724/XVoRDzwHwDU/00013.wav,id11136/Pded8L7dHCQ/00002.wav,0
calibration_000108,id11100/4TIelDLLOyE/00002.wav,id11100/hFH3_Sz-V7w/00005.wav,1
calibration_000109,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00006.wav,1
calibration_000110,id10956/aXqRLChwGRo/00001.wav,id10956/elnEP8CFnec/00001.wav,1
calibration_000111,id10724/XVoRDzwHwDU/00019.wav,id10724/fUKPz7jr6NE/00001.wav,1
calibration_000112,id10852/cucj7WNGWmU/00005.wav,id11100/3wHTyqxyDqk/00005.wav,0
calibration_000113,id10912/KRRbdyUUtLo/00009.wav,id11100/Yp4Tnl9Ob9Y/00023.wav,0
calibration_000114,id10852/sVUfcg8XQzg/00047.wav,id11136/X2Y1UPlq0j8/00006.wav,0
calibration_000115,id10393/RJU2Lx3pz6U/00001.wav,id10852/fRGTY9Zed8I/00012.wav,0
calibration_000116,id10393/BRo6B3N-hcY/00003.wav,id11100/Yp4Tnl9Ob9Y/00017.wav,0
calibration_000117,id10017/CYb_opUpiw4/00013.wav,id10017/bNNIcOJGy4w/00001.wav,1
calibration_000118,id10393/JhbyTN4ivRg/00024.wav,id11136/Axf1v9rZsEw/00010.wav,0
calibration_000119,id10852/QCbljH_QH9M/00002.wav,id10852/jZLH__45hVM/00013.wav,1
calibration_000120,id10852/414w9yfPr_s/00001.wav,id10852/QCbljH_QH9M/00001.wav,1
calibration_000121,id10017/CYb_opUpiw4/00027.wav,id10017/xH3Pp_5yxOk/00007.wav,1
calibration_000122,id10852/3VjC4mp7ZZM/00003.wav,id10852/XgXbHX3_xIA/00002.wav,1
calibration_000123,id10724/YsVDo2AO_X0/00001.wav,id10724/e-vuV1-N97Q/00003.wav,1
calibration_000124,id10956/M2k_enZdWu4/00020.wav,id10956/OS1I7a4LNww/00009.wav,1
calibration_000125,id10852/2iV9HT3E1Ls/00023.wav,id11136/ydUt9GgHa9Q/00004.wav,0
calibration_000126,id11130/FEam3q144yc/00001.wav,id11130/ajiJfJowUIA/00015.wav,1
calibration_000127,id10017/8rp9UYZp-zA/00005.wav,id10017/iwN6Hu6xyM0/00006.wav,1
calibration_000128,id11130/F8zXHQZ_VyA/00015.wav,id11136/Pded8L7dHCQ/00002.wav,0
calibration_000129,id10852/3VjC4mp7ZZM/00002.wav,id10852/QCbljH_QH9M/00003.wav,1
calibration_000130,id11100/I3_NJyP6jp0/00002.wav,id11100/zYrplLpL_hg/00001.wav,1
calibration_000131,id10912/csbEEsKuRO8/00002.wav,id10956/OS1I7a4LNww/00006.wav,0
calibration_000132,id10912/3efhGhqizHg/00002.wav,id11100/jLxYcYqHGAg/00001.wav,0
calibration_000133,id11100/XI667cEMR_c/00003.wav,id11100/wcAkOIVPI_I/00001.wav,1
calibration_000134,id10393/sV_ohWbzzQg/00008.wav,id10956/h_vFlQ6YUAU/00003.wav,0
calibration_000135,id10852/jZLH__45hVM/00010.wav,id11130/ajiJfJowUIA/00001.wav,0
calibration_000136,id10912/ad3NhT2tA7E/00003.wav,id11130/ajiJfJowUIA/00009.wav,0
calibration_000137,id10852/ch1WvFNOL50/00001.wav,id10852/g5hgDbVpBQY/00006.wav,1
calibration_000138,id10393/JhbyTN4ivRg/00020.wav,id11130/RNKUA8EGl20/00013.wav,0
calibration_000139,id10017/xH3Pp_5yxOk/00023.wav,id10852/sVUfcg8XQzg/00072.wav,0
calibration_000140,id10956/pJ4Jnsz1SsA/00026.wav,id11130/BXJh_XZGrWo/00001.wav,0
calibration_000141,id10956/RFfFOkaYMTU/00009.wav,id10956/lR3HvDI2qvw/00004.wav,1
calibration_000142,id10393/dTOyxqXd_5M/00017.wav,id11100/0dK_zszRMGE/00006.wav,0
calibration_000143,id11100/xs7wQ9wxtZ0/00009.wav,id11130/NbELtjnkhYY/00003.wav,0
calibration_000144,id10393/dTOyxqXd_5M/00007.wav,id10852/2iV9HT3E1Ls/00005.wav,0
calibration_000145,id10912/3efhGhqizHg/00001.wav,id10956/h_vFlQ6YUAU/00005.wav,0
calibration_000146,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00002.wav,1
calibration_000147,id10852/JZIc4U87Mr4/00011.wav,id10852/g5hgDbVpBQY/00006.wav,1
calibration_000148,id10017/6ya9UpdRCPs/00002.wav,id10017/PynZ3bQ3Ga4/00001.wav,1
calibration_000149,id10956/8Jim3lamzDQ/00006.wav,id10956/JtKyh83pDBs/00001.wav,1
calibration_000150,id10956/RFfFOkaYMTU/00008.wav,id11136/X2Y1UPlq0j8/00011.wav,0
calibration_000151,id11130/kYJi779BvMU/00004.wav,id11130/yY2yv2W4ZLk/00003.wav,1
calibration_000152,id10393/pxNluJ_THJg/00001.wav,id10393/zGDrufd0E7U/00001.wav,1
calibration_000153,id10017/Pkfu9rKM5QA/00003.wav,id10017/xLakEK2bbQw/00001.wav,1
calibration_000154,id10852/ch1WvFNOL50/00002.wav,id10912/ad3NhT2tA7E/00022.wav,0
calibration_000155,id10724/DP5gCFoWgGI/00004.wav,id11100/6Daa1crr9QY/00001.wav,0
calibration_000156,id10393/JhbyTN4ivRg/00005.wav,id10393/w3GPw1Kk2yQ/00003.wav,1
calibration_000157,id10017/iwN6Hu6xyM0/00001.wav,id10912/ad3NhT2tA7E/00006.wav,0
calibration_000158,id10912/NBh6Y-hphmo/00010.wav,id11130/jfW15QZTx9k/00004.wav,0
calibration_000159,id10852/3VjC4mp7ZZM/00001.wav,id10852/QCbljH_QH9M/00004.wav,1
calibration_000160,id10724/e-vuV1-N97Q/00006.wav,id10912/WKkZvGACy8w/00001.wav,0
calibration_000161,id11136/FNJVgXnZNXM/00001.wav,id11136/lgn4MoVWAd0/00002.wav,1
calibration_000162,id10852/2iV9HT3E1Ls/00004.wav,id11100/jLxYcYqHGAg/00006.wav,0
calibration_000163,id10017/xH3Pp_5yxOk/00021.wav,id10956/5ipwzaOLhPQ/00002.wav,0
calibration_000164,id10017/CYb_opUpiw4/00002.wav,id10852/sVUfcg8XQzg/00048.wav,0
calibration_000165,id11100/xs7wQ9wxtZ0/00003.wav,id11136/vZjpmzzZ_ng/00004.wav,0
calibration_000166,id11130/HpRqgDTPkP0/00008.wav,id11130/kYJi779BvMU/00001.wav,1
calibration_000167,id10852/XgXbHX3_xIA/00004.wav,id10852/ch1WvFNOL50/00001.wav,1
calibration_000168,id10017/6ya9UpdRCPs/00002.wav,id10017/iwN6Hu6xyM0/00002.wav,1
calibration_000169,id10017/5VxX7ZI5z5s/00002.wav,id10956/pJ4Jnsz1SsA/00006.wav,0
calibration_000170,id11136/FNJVgXnZNXM/00002.wav,id11136/Pded8L7dHCQ/00002.wav,1
calibration_000171,id10956/5ipwzaOLhPQ/00003.wav,id10956/RsUKqz-Ng84/00005.wav,1
calibration_000172,id10017/Pkfu9rKM5QA/00004.wav,id10017/xH3Pp_5yxOk/00009.wav,1
calibration_000173,id10017/Pkfu9rKM5QA/00006.wav,id11136/Axf1v9rZsEw/00006.wav,0
calibration_000174,id10852/3VjC4mp7ZZM/00001.wav,id10912/KRRbdyUUtLo/00002.wav,0
calibration_000175,id10724/uw8SDDK6Mbk/00006.wav,id10852/sVUfcg8XQzg/00006.wav,0
calibration_000176,id10852/XgXbHX3_xIA/00003.wav,id10852/cucj7WNGWmU/00001.wav,1
calibration_000177,id11130/HpRqgDTPkP0/00007.wav,id11136/Axf1v9rZsEw/00009.wav,0
calibration_000178,id10724/kHSikgTOz70/00005.wav,id11136/vZjpmzzZ_ng/00002.wav,0
calibration_000179,id10724/XVoRDzwHwDU/00025.wav,id11136/Pded8L7dHCQ/00004.wav,0
calibration_000180,id10393/DMBVJM39ybM/00001.wav,id10912/67p2Yi5aHUM/00002.wav,0
calibration_000181,id10724/kHSikgTOz70/00004.wav,id10956/pJ4Jnsz1SsA/00025.wav,0
calibration_000182,id11100/6Lv08Mbm1q0/00001.wav,id11100/vLrQoGW2KSI/00001.wav,1
calibration_000183,id10393/oyWxfzbelHo/00041.wav,id11136/lgn4MoVWAd0/00003.wav,0
calibration_000184,id10852/414w9yfPr_s/00001.wav,id10852/QCbljH_QH9M/00002.wav,1
calibration_000185,id10956/OS1I7a4LNww/00008.wav,id11130/RNKUA8EGl20/00008.wav,0
calibration_000186,id10393/zv3AoFFDWGs/00011.wav,id10912/2yUgv3B_YcI/00014.wav,0
calibration_000187,id10912/ad3NhT2tA7E/00009.wav,id10956/OS1I7a4LNww/00018.wav,0
calibration_000188,id10956/pJ4Jnsz1SsA/00017.wav,id11130/Irh4nKsPGwg/00001.wav,0
calibration_000189,id10956/RsUKqz-Ng84/00001.wav,id10956/aXqRLChwGRo/00001.wav,1
calibration_000190,id10393/Z39rBHg_EyE/00001.wav,id10393/bGMrmiwphO0/00002.wav,1
calibration_000191,id10393/oyWxfzbelHo/00016.wav,id11100/XI667cEMR_c/00002.wav,0
calibration_000192,id10852/JZIc4U87Mr4/00012.wav,id10852/jZLH__45hVM/00009.wav,1
calibration_000193,id10956/M2k_enZdWu4/00018.wav,id11136/ydUt9GgHa9Q/00002.wav,0
calibration_000194,id10724/e-vuV1-N97Q/00006.wav,id10724/xS_Mh-DOAI0/00004.wav,1
calibration_000195,id10852/bezBfE_aCrI/00001.wav,id10852/ch1WvFNOL50/00001.wav,1
calibration_000196,id10017/Pkfu9rKM5QA/00004.wav,id10017/PynZ3bQ3Ga4/00001.wav,1
calibration_000197,id10724/uw8SDDK6Mbk/00005.wav,id11130/F8zXHQZ_VyA/00016.wav,0
calibration_000198,id10724/DP5gCFoWgGI/00010.wav,id10724/R8Pw9GUJQ08/00001.wav,1
calibration_000199,id11130/jfW15QZTx9k/00004.wav,id11136/Pded8L7dHCQ/00003.wav,0
calibration_000200,id10017/qFUUDSjCy5M/00007.wav,id10852/jZLH__45hVM/00006.wav,0
calibration_000201,id10017/CYb_opUpiw4/00016.wav,id10956/M2k_enZdWu4/00027.wav,0
calibration_000202,id10724/YsVDo2AO_X0/00001.wav,id10956/M2k_enZdWu4/00006.wav,0
calibration_000203,id10912/NBh6Y-hphmo/00011.wav,id11100/mbPLgZ4EjM0/00005.wav,0
calibration_000204,id10852/414w9yfPr_s/00001.wav,id10852/sVUfcg8XQzg/00020.wav,1
calibration_000205,id10724/DP5gCFoWgGI/00010.wav,id10724/T37JG3wNeTo/00001.wav,1
calibration_000206,id10724/xS_Mh-DOAI0/00010.wav,id11136/X2Y1UPlq0j8/00011.wav,0
calibration_000207,id10852/2iV9HT3E1Ls/00011.wav,id11100/pjcl0xJsrhw/00001.wav,0
calibration_000208,id10393/w3GPw1Kk2yQ/00011.wav,id10724/6tFEkfsIeXk/00002.wav,0
calibration_000209,id10956/5ipwzaOLhPQ/00001.wav,id10956/h_vFlQ6YUAU/00003.wav,1
calibration_000210,id10724/DP5gCFoWgGI/00002.wav,id10724/gqGgO5EQ0HQ/00003.wav,1
calibration_000211,id10912/yQeyd53S1uk/00003.wav,id11130/HJnzTUM9G8E/00001.wav,0
calibration_000212,id10912/NBh6Y-hphmo/00012.wav,id10912/VeqfQfXAwRY/00001.wav,1
calibration_000213,id10393/1D22Tgx1k4A/00041.wav,id10724/DP5gCFoWgGI/00010.wav,0
calibration_000214,id10017/CYb_opUpiw4/00022.wav,id10724/uw8SDDK6Mbk/00013.wav,0
calibration_000215,id10393/w3GPw1Kk2yQ/00004.wav,id11130/HJnzTUM9G8E/00009.wav,0
calibration_000216,id10017/Px9R6A3XKDM/00004.wav,id10017/xLakEK2bbQw/00002.wav,1
calibration_000217,id10912/GE7RTk2_AqQ/00001.wav,id10912/WKkZvGACy8w/00006.wav,1
calibration_000218,id10017/iwN6Hu6xyM0/00001.wav,id10724/pKOCOOG5Ukw/00002.wav,0
calibration_000219,id10017/BuecddErOwU/00015.wav,id10912/H5qe-mHhOyQ/00004.wav,0
calibration_000220,id10724/DP5gCFoWgGI/00008.wav,id11130/ajiJfJowUIA/00014.wav,0
calibration_000221,id11130/FEam3q144yc/00001.wav,id11130/ajiJfJowUIA/00022.wav,1
calibration_000222,id10017/5VxX7ZI5z5s/00003.wav,id10017/xH3Pp_5yxOk/00008.wav,1
calibration_000223,id10393/dTOyxqXd_5M/00014.wav,id10724/XVoRDzwHwDU/00026.wav,0
calibration_000224,id10852/sVUfcg8XQzg/00001.wav,id11136/Axf1v9rZsEw/00006.wav,0
calibration_000225,id10852/414w9yfPr_s/00001.wav,id10852/ch1WvFNOL50/00003.wav,1
calibration_000226,id11100/Yp4Tnl9Ob9Y/00026.wav,id11130/tXutBWbk5Mw/00001.wav,0
calibration_000227,id10724/XVoRDzwHwDU/00016.wav,id11130/HJnzTUM9G8E/00009.wav,0
calibration_000228,id10017/CYb_opUpiw4/00029.wav,id10724/kHSikgTOz70/00003.wav,0
calibration_000229,id10724/YsVDo2AO_X0/00001.wav,id10724/pKOCOOG5Ukw/00002.wav,1
calibration_000230,id10724/xS_Mh-DOAI0/00013.wav,id10852/sVUfcg8XQzg/00005.wav,0
calibration_000231,id11100/DWDK4jcBbJs/00001.wav,id11100/jLxYcYqHGAg/00007.wav,1
calibration_000232,id10912/WKkZvGACy8w/00012.wav,id11130/1qEq08w7Q5I/00004.wav,0
calibration_000233,id10393/bGMrmiwphO0/00005.wav,id11136/7_Gb0VYQV3s/00002.wav,0
calibration_000234,id11130/Zgl6gxMr9x0/00001.wav,id11136/Axf1v9rZsEw/00009.wav,0
calibration_000235,id11130/1qEq08w7Q5I/00005.wav,id11130/tXutBWbk5Mw/00005.wav,1
calibration_000236,id10956/3z_KK_JmQQ4/00001.wav,id11136/ydUt9GgHa9Q/00005.wav,0
calibration_000237,id10393/oyWxfzbelHo/00041.wav,id10852/JZIc4U87Mr4/00008.wav,0
calibration_000238,id10724/e-vuV1-N97Q/00007.wav,id11130/EsDpyZaVI0Q/00002.wav,0
calibration_000239,id10956/M2k_enZdWu4/00022.wav,id10956/lR3HvDI2qvw/00010.wav,1
calibration_000240,id10852/414w9yfPr_s/00001.wav,id10852/JZIc4U87Mr4/00018.wav,1
calibration_000241,id10956/RsUKqz-Ng84/00002.wav,id11136/X2Y1UPlq0j8/00001.wav,0
calibration_000242,id10956/OS1I7a4LNww/00016.wav,id10956/zNzlB5JN_kY/00006.wav,1
calibration_000243,id10852/JZIc4U87Mr4/00012.wav,id10912/vvLu_7TpP8c/00028.wav,0
calibration_000244,id10852/3VjC4mp7ZZM/00001.wav,id10852/sVUfcg8XQzg/00043.wav,1
calibration_000245,id10393/UGid3tWJXKw/00004.wav,id10852/jZLH__45hVM/00002.wav,0
calibration_000246,id10393/JhbyTN4ivRg/00003.wav,id11130/uZCf5BK2BUQ/00002.wav,0
calibration_000247,id10017/bNNIcOJGy4w/00003.wav,id10017/xLakEK2bbQw/00001.wav,1
calibration_000248,id10017/CYb_opUpiw4/00008.wav,id10956/pJ4Jnsz1SsA/00018.wav,0
calibration_000249,id10852/XgXbHX3_xIA/00003.wav,id10852/XuGp-z4niBY/00001.wav,1
calibration_000250,id11136/X2Y1UPlq0j8/00003.wav,id11136/ydUt9GgHa9Q/00004.wav,1
calibration_000251,id10724/9pNGll4IBls/00001.wav,id10724/XVoRDzwHwDU/00018.wav,1
calibration_000252,id10956/CkhXmrKN5A8/00003.wav,id10956/QcoqcI_ReP4/00001.wav,1
calibration_000253,id11100/mbPLgZ4EjM0/00003.wav,id11100/pjcl0xJsrhw/00001.wav,1
calibration_000254,id10017/CYb_opUpiw4/00027.wav,id10393/RJU2Lx3pz6U/00003.wav,0
calibration_000255,id10724/uw8SDDK6Mbk/00013.wav,id10724/xS_Mh-DOAI0/00004.wav,1
calibration_000256,id10912/WKkZvGACy8w/00005.wav,id11100/vLEjFXUFGQA/00004.wav,0
calibration_000257,id10017/5VxX7ZI5z5s/00003.wav,id10017/6ya9UpdRCPs/00001.wav,1
calibration_000258,id10724/XVoRDzwHwDU/00027.wav,id11100/XjoJ20n9u2M/00004.wav,0
calibration_000259,id11100/zYrplLpL_hg/00001.wav,id11130/ajiJfJowUIA/00007.wav,0
calibration_000260,id10017/xH3Pp_5yxOk/00012.wav,id10393/dTOyxqXd_5M/00003.wav,0
calibration_000261,id10393/oyWxfzbelHo/00041.wav,id10393/zv3AoFFDWGs/00002.wav,1
calibration_000262,id10912/NBh6Y-hphmo/00002.wav,id10956/2CsyGLVAS2g/00001.wav,0
calibration_000263,id10393/oyWxfzbelHo/00013.wav,id11100/vLEjFXUFGQA/00002.wav,0
calibration_000264,id10912/WKkZvGACy8w/00006.wav,id11130/ajiJfJowUIA/00019.wav,0
