pair_id,file_a,file_b,utterance_id_a,utterance_id_b,label,similarity,status,error
calibration_000035,id10017/PynZ3bQ3Ga4/00001.wav,id10017/pOJlOI5cDZw/00002.wav,utt_000416,utt_000407,1,0.6066773533821106,success,
calibration_000036,id10724/XVoRDzwHwDU/00006.wav,id10956/M2k_enZdWu4/00007.wav,utt_001962,utt_003336,0,0.20319029688835144,success,
calibration_000037,id11100/6geoWeYvFFw/00004.wav,id11130/ajiJfJowUIA/00015.wav,utt_004051,utt_004253,0,0.12716124951839447,success,
calibration_000038,id11130/IZhnh1gf70g/00014.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_004342,utt_004497,0,0.03214602544903755,success,
calibration_000039,id10912/Yf93Q8L4xhs/00018.wav,id11130/jfW15QZTx9k/00004.wav,utt_002518,utt_004359,0,0.18124651908874512,success,
calibration_000040,id10912/GE7RTk2_AqQ/00003.wav,id10912/csbEEsKuRO8/00003.wav,utt_002383,utt_002361,1,0.600749671459198,success,
calibration_000041,id10852/QCbljH_QH9M/00003.wav,id10852/jZLH__45hVM/00010.wav,utt_002092,utt_002081,1,0.7240838408470154,success,
calibration_000042,id10852/XgXbHX3_xIA/00002.wav,id10912/Yf93Q8L4xhs/00013.wav,utt_002169,utt_002513,0,0.007891052402555943,success,
calibration_000043,id11136/FNJVgXnZNXM/00002.wav,id11136/lgn4MoVWAd0/00001.wav,utt_004468,utt_004471,1,0.5815681219100952,success,
calibration_000044,id10956/6ewLksV5OWo/00002.wav,id10956/8Jim3lamzDQ/00013.wav,utt_003248,utt_003261,1,0.602362871170044,success,
calibration_000045,id11136/JrfsarsjqF4/00001.wav,id11136/ugbeDncv40A/00001.wav,utt_004469,utt_004478,1,0.7347425222396851,success,
calibration_000046,id10017/qFUUDSjCy5M/00002.wav,id10956/M2k_enZdWu4/00026.wav,utt_000419,utt_003355,0,0.2768600881099701,success,
calibration_000047,id10724/e-vuV1-N97Q/00002.wav,id10912/ad3NhT2tA7E/00015.wav,utt_001892,utt_002341,0,0.0799965038895607,success,
calibration_000048,id10017/CYb_opUpiw4/00005.wav,id10393/UGid3tWJXKw/00003.wav,utt_000367,utt_001390,0,0.07179059088230133,success,
calibration_000049,id10017/CYb_opUpiw4/00026.wav,id10393/sV_ohWbzzQg/00013.wav,utt_000388,utt_001383,0,0.040739502757787704,success,
calibration_000050,id10912/Yf93Q8L4xhs/00007.wav,id11100/0dK_zszRMGE/00004.wav,utt_002507,utt_003987,0,0.17565104365348816,success,
calibration_000051,id10393/BRo6B3N-hcY/00001.wav,id10724/kHSikgTOz70/00004.wav,utt_001213,utt_001911,0,-0.0041415211744606495,success,
calibration_000052,id10956/lR3HvDI2qvw/00010.wav,id11100/Yp4Tnl9Ob9Y/00009.wav,utt_003325,utt_004188,0,0.10663094371557236,success,
calibration_000053,id10393/BRo6B3N-hcY/00007.wav,id10393/w3GPw1Kk2yQ/00014.wav,utt_001219,utt_001416,1,0.6998087167739868,success,
calibration_000054,id10956/JtKyh83pDBs/00002.wav,id11100/3wHTyqxyDqk/00007.wav,utt_003312,utt_004023,0,0.06171024590730667,success,
calibration_000055,id10956/6ewLksV5OWo/00002.wav,id10956/JtKyh83pDBs/00002.wav,utt_003248,utt_003312,1,0.6399946808815002,success,
calibration_000056,id10393/dTOyxqXd_5M/00011.wav,id10393/zGDrufd0E7U/00001.wav,utt_001244,utt_001446,1,0.3741143047809601,success,
calibration_000057,id10393/VG1kjxkcfcA/00001.wav,id10724/DP5gCFoWgGI/00004.wav,utt_001402,utt_001883,0,-0.01777956821024418,success,
calibration_000058,id10912/67p2Yi5aHUM/00003.wav,id10912/H5qe-mHhOyQ/00001.wav,utt_002323,utt_002385,1,0.6896829605102539,success,
calibration_000059,id10393/dTOyxqXd_5M/00042.wav,id10393/zv3AoFFDWGs/00012.wav,utt_001275,utt_001458,1,0.7076017260551453,success,
calibration_000060,id10393/JhbyTN4ivRg/00015.wav,id10912/NBh6Y-hphmo/00015.wav,utt_001297,utt_002424,0,-0.05149661377072334,success,
calibration_000061,id10393/VG1kjxkcfcA/00001.wav,id10393/WqPniXc7PxY/00005.wav,utt_001402,utt_001426,1,0.6123009324073792,success,
calibration_000062,id10852/sVUfcg8XQzg/00018.wav,id11130/NbELtjnkhYY/00002.wav,utt_002111,utt_004367,0,0.1156163141131401,success,
calibration_000063,id11100/3gQ8REIxTmw/00007.wav,id11100/4TIelDLLOyE/00001.wav,utt_004003,utt_004035,1,0.5133470892906189,success,
calibration_000064,id10017/xH3Pp_5yxOk/00007.wav,id11130/ajiJfJowUIA/00007.wav,utt_000434,utt_004245,0,-0.04624960944056511,success,
calibration_000065,id11130/Zgl6gxMr9x0/00007.wav,id11130/o-hOCXnEFGc/00001.wav,utt_004438,utt_004377,1,0.4137416183948517,success,
calibration_000066,id10393/w3GPw1Kk2yQ/00009.wav,id10852/sVUfcg8XQzg/00002.wav,utt_001411,utt_002095,0,0.06650363653898239,success,
calibration_000067,id10852/fRGTY9Zed8I/00014.wav,id10852/jZLH__45hVM/00008.wav,utt_002043,utt_002079,1,0.7110885381698608,success,
calibration_000068,id10393/WqPniXc7PxY/00019.wav,id10956/M2k_enZdWu4/00042.wav,utt_001440,utt_003371,0,0.18241772055625916,success,
calibration_000069,id10393/BRo6B3N-hcY/00007.wav,id10912/WKkZvGACy8w/00004.wav,utt_001219,utt_002473,0,-0.06333726644515991,success,
calibration_000070,id11130/Zgl6gxMr9x0/00013.wav,id11130/kYJi779BvMU/00002.wav,utt_004444,utt_004363,1,0.5820696353912354,success,
calibration_000071,id10393/BRo6B3N-hcY/00001.wav,id10724/6tFEkfsIeXk/00002.wav,utt_001213,utt_001875,0,0.020518450066447258,success,
calibration_000072,id10956/RFfFOkaYMTU/00005.wav,id11130/Zgl6gxMr9x0/00001.wav,utt_003439,utt_004432,0,-0.050288379192352295,success,
calibration_000073,id10393/aWAguBjO03M/00007.wav,id10393/w3GPw1Kk2yQ/00008.wav,utt_001204,utt_001410,1,0.6684496998786926,success,
calibration_000074,id10017/xH3Pp_5yxOk/00016.wav,id10393/oyWxfzbelHo/00008.wav,utt_000443,utt_001322,0,0.13941194117069244,success,
calibration_000075,id10017/6ya9UpdRCPs/00001.wav,id10017/CYb_opUpiw4/00030.wav,utt_000319,utt_000392,1,0.7572011351585388,success,
calibration_000076,id10852/XgXbHX3_xIA/00001.wav,id10852/fRGTY9Zed8I/00008.wav,utt_002168,utt_002037,1,0.6035657525062561,success,
calibration_000077,id10393/aWAguBjO03M/00005.wav,id11130/NbELtjnkhYY/00002.wav,utt_001202,utt_004367,0,0.2569046914577484,success,
calibration_000078,id11130/7j_105F0RmM/00001.wav,id11130/uZCf5BK2BUQ/00003.wav,utt_004230,utt_004413,1,0.7998753190040588,success,
calibration_000079,id10852/sVUfcg8XQzg/00039.wav,id11136/Axf1v9rZsEw/00002.wav,utt_002132,utt_004449,0,0.05862507224082947,success,
calibration_000080,id10912/ad3NhT2tA7E/00022.wav,id11136/lgn4MoVWAd0/00003.wav,utt_002348,utt_004473,0,0.10761749744415283,success,
calibration_000081,id11130/3OERtMNQ0Is/00001.wav,id11136/X2Y1UPlq0j8/00011.wav,utt_004224,utt_004493,0,0.27042868733406067,success,
calibration_000082,id10393/oyWxfzbelHo/00019.wav,id11100/3gQ8REIxTmw/00018.wav,utt_001333,utt_004014,0,0.14750681817531586,success,
calibration_000083,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00005.wav,utt_002319,utt_002498,1,0.6752288937568665,success,
calibration_000084,id10724/xS_Mh-DOAI0/00013.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_001951,utt_004482,0,0.24809271097183228,success,
calibration_000085,id10852/g5hgDbVpBQY/00001.wav,id11100/I3_NJyP6jp0/00001.wav,utt_002045,utt_004092,0,0.03955942392349243,success,
calibration_000086,id11100/Yp4Tnl9Ob9Y/00022.wav,id11100/vLEjFXUFGQA/00005.wav,utt_004201,utt_004148,1,0.657173216342926,success,
calibration_000087,id10956/RsUKqz-Ng84/00002.wav,id10956/lR3HvDI2qvw/00002.wav,utt_003448,utt_003317,1,0.5742779970169067,success,
calibration_000088,id10852/2iV9HT3E1Ls/00012.wav,id10912/ad3NhT2tA7E/00010.wav,utt_002001,utt_002336,0,0.03136369585990906,success,
calibration_000089,id10724/XVoRDzwHwDU/00010.wav,id10852/2iV9HT3E1Ls/00010.wav,utt_001966,utt_001999,0,-0.06256949156522751,success,
calibration_000090,id11136/Axf1v9rZsEw/00017.wav,id11136/X2Y1UPlq0j8/00009.wav,utt_004464,utt_004491,1,0.574368953704834,success,
calibration_000091,id10017/xH3Pp_5yxOk/00022.wav,id10393/zv3AoFFDWGs/00020.wav,utt_000449,utt_001466,0,0.16638489067554474,success,
calibration_000092,id11100/5-veoCefJfQ/00003.wav,id11100/6Lv08Mbm1q0/00001.wav,utt_004039,utt_004054,1,0.6147050857543945,success,
calibration_000093,id10017/8rp9UYZp-zA/00016.wav,id10017/pOJlOI5cDZw/00005.wav,utt_000338,utt_000410,1,0.679742693901062,success,
calibration_000094,id10852/sVUfcg8XQzg/00025.wav,id11130/Zgl6gxMr9x0/00014.wav,utt_002118,utt_004445,0,0.007330695632845163,success,
calibration_000095,id10912/JtTrbIAKVQg/00001.wav,id10912/WKkZvGACy8w/00013.wav,utt_002395,utt_002482,1,0.6292075514793396,success,
calibration_000096,id11130/HpRqgDTPkP0/00005.wav,id11130/nHUYI8o-lWg/00006.wav,utt_004321,utt_004375,1,0.6162286400794983,success,
calibration_000097,id10724/xS_Mh-DOAI0/00006.wav,id10956/3z_KK_JmQQ4/00001.wav,utt_001944,utt_003237,0,0.1411062628030777,success,
calibration_000098,id10724/kHSikgTOz70/00007.wav,id10724/pKOCOOG5Ukw/00001.wav,utt_001914,utt_001917,1,0.617946445941925,success,
calibration_000099,id11130/RNKUA8EGl20/00008.wav,id11136/Pded8L7dHCQ/00001.wav,utt_004386,utt_004474,0,0.051822781562805176,success,
calibration_000100,id10956/M2k_enZdWu4/00030.wav,id11136/ydUt9GgHa9Q/00003.wav,utt_003359,utt_004496,0,0.14195334911346436,success,
calibration_000101,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00001.wav,utt_002089,utt_002021,1,0.6731077432632446,success,
calibration_000102,id10017/xH3Pp_5yxOk/00013.wav,id10852/2iV9HT3E1Ls/00022.wav,utt_000440,utt_002011,0,0.3602197468280792,success,
calibration_000103,id10017/5VxX7ZI5z5s/00004.wav,id10017/iwN6Hu6xyM0/00002.wav,utt_000316,utt_000394,1,0.6039045453071594,success,
calibration_000104,id10017/Pkfu9rKM5QA/00002.wav,id10852/sVUfcg8XQzg/00059.wav,utt_000400,utt_002152,0,0.22388425469398499,success,
calibration_000105,id10724/xS_Mh-DOAI0/00014.wav,id10956/RFfFOkaYMTU/00011.wav,utt_001952,utt_003445,0,0.0919661819934845,success,
calibration_000106,id10393/sV_ohWbzzQg/00002.wav,id11136/FNJVgXnZNXM/00002.wav,utt_001372,utt_004468,0,0.045227229595184326,success,
calibration_000107,id10724/XVoRDzwHwDU/00013.wav,id11136/Pded8L7dHCQ/00002.wav,utt_001969,utt_004475,0,0.18233373761177063,success,
calibration_000108,id11100/4TIelDLLOyE/00002.wav,id11100/hFH3_Sz-V7w/00005.wav,utt_004036,utt_004088,1,0.5033716559410095,success,
calibration_000109,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00006.wav,utt_002319,utt_002499,1,0.5528452396392822,success,
calibration_000110,id10956/aXqRLChwGRo/00001.wav,id10956/elnEP8CFnec/00001.wav,utt_003272,utt_003280,1,0.5308927297592163,success,
calibration_000111,id10724/XVoRDzwHwDU/00019.wav,id10724/fUKPz7jr6NE/00001.wav,utt_001975,utt_001899,1,0.6509974598884583,success,
calibration_000112,id10852/cucj7WNGWmU/00005.wav,id11100/3wHTyqxyDqk/00005.wav,utt_002028,utt_004021,0,0.03702649474143982,success,
calibration_000113,id10912/KRRbdyUUtLo/00009.wav,id11100/Yp4Tnl9Ob9Y/00023.wav,utt_002404,utt_004202,0,0.17021405696868896,success,
calibration_000114,id10852/sVUfcg8XQzg/00047.wav,id11136/X2Y1UPlq0j8/00006.wav,utt_002140,utt_004488,0,0.11015237867832184,success,
calibration_000115,id10393/RJU2Lx3pz6U/00001.wav,id10852/fRGTY9Zed8I/00012.wav,utt_001362,utt_002041,0,0.09810759127140045,success,
calibration_000116,id10393/BRo6B3N-hcY/00003.wav,id11100/Yp4Tnl9Ob9Y/00017.wav,utt_001215,utt_004196,0,0.060754258185625076,success,
calibration_000117,id10017/CYb_opUpiw4/00013.wav,id10017/bNNIcOJGy4w/00001.wav,utt_000375,utt_000341,1,0.7083451151847839,success,
calibration_000118,id10393/JhbyTN4ivRg/00024.wav,id11136/Axf1v9rZsEw/00010.wav,utt_001306,utt_004457,0,0.13586635887622833,success,
calibration_000119,id10852/QCbljH_QH9M/00002.wav,id10852/jZLH__45hVM/00013.wav,utt_002091,utt_002084,1,0.6033962965011597,success,
calibration_000120,id10852/414w9yfPr_s/00001.wav,id10852/QCbljH_QH9M/00001.wav,utt_002016,utt_002090,1,0.7728763818740845,success,
calibration_000121,id10017/CYb_opUpiw4/00027.wav,id10017/xH3Pp_5yxOk/00007.wav,utt_000389,utt_000434,1,0.6025447845458984,success,
calibration_000122,id10852/3VjC4mp7ZZM/00003.wav,id10852/XgXbHX3_xIA/00002.wav,utt_002015,utt_002169,1,0.6200760006904602,success,
calibration_000123,id10724/YsVDo2AO_X0/00001.wav,id10724/e-vuV1-N97Q/00003.wav,utt_001989,utt_001893,1,0.44507724046707153,success,
calibration_000124,id10956/M2k_enZdWu4/00020.wav,id10956/OS1I7a4LNww/00009.wav,utt_003349,utt_003387,1,0.6646619439125061,success,
calibration_000125,id10852/2iV9HT3E1Ls/00023.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_002012,utt_004497,0,-0.02833324857056141,success,
calibration_000126,id11130/FEam3q144yc/00001.wav,id11130/ajiJfJowUIA/00015.wav,utt_004295,utt_004253,1,0.4861854612827301,success,
calibration_000127,id10017/8rp9UYZp-zA/00005.wav,id10017/iwN6Hu6xyM0/00006.wav,utt_000327,utt_000398,1,0.6036539077758789,success,
calibration_000128,id11130/F8zXHQZ_VyA/00015.wav,id11136/Pded8L7dHCQ/00002.wav,utt_004293,utt_004475,0,0.06530732661485672,success,
calibration_000129,id10852/3VjC4mp7ZZM/00002.wav,id10852/QCbljH_QH9M/00003.wav,utt_002014,utt_002092,1,0.7089744210243225,success,
calibration_000130,id11100/I3_NJyP6jp0/00002.wav,id11100/zYrplLpL_hg/00001.wav,utt_004093,utt_004213,1,0.6805539131164551,success,
calibration_000131,id10912/csbEEsKuRO8/00002.wav,id10956/OS1I7a4LNww/00006.wav,utt_002360,utt_003384,0,0.11581916362047195,success,
calibration_000132,id10912/3efhGhqizHg/00002.wav,id11100/jLxYcYqHGAg/00001.wav,utt_002317,utt_004111,0,-0.0397300198674202,success,
calibration_000133,id11100/XI667cEMR_c/00003.wav,id11100/wcAkOIVPI_I/00001.wav,utt_004156,utt_004153,1,0.39603567123413086,success,
calibration_000134,id10393/sV_ohWbzzQg/00008.wav,id10956/h_vFlQ6YUAU/00003.wav,utt_001378,utt_003283,0,0.15571735799312592,success,
calibration_000135,id10852/jZLH__45hVM/00010.wav,id11130/ajiJfJowUIA/00001.wav,utt_002081,utt_004239,0,-0.08951953053474426,success,
calibration_000136,id10912/ad3NhT2tA7E/00003.wav,id11130/ajiJfJowUIA/00009.wav,utt_002329,utt_004247,0,0.04352782666683197,success,
calibration_000137,id10852/ch1WvFNOL50/00001.wav,id10852/g5hgDbVpBQY/00006.wav,utt_002021,utt_002050,1,0.7196010947227478,success,
calibration_000138,id10393/JhbyTN4ivRg/00020.wav,id11130/RNKUA8EGl20/00013.wav,utt_001302,utt_004391,0,0.2106839269399643,success,
calibration_000139,id10017/xH3Pp_5yxOk/00023.wav,id10852/sVUfcg8XQzg/00072.wav,utt_000450,utt_002165,0,0.4876538813114166,success,
calibration_000140,id10956/pJ4Jnsz1SsA/00026.wav,id11130/BXJh_XZGrWo/00001.wav,utt_003422,utt_004265,0,0.12108759582042694,success,
calibration_000141,id10956/RFfFOkaYMTU/00009.wav,id10956/lR3HvDI2qvw/00004.wav,utt_003443,utt_003319,1,0.5965378284454346,success,
calibration_000142,id10393/dTOyxqXd_5M/00017.wav,id11100/0dK_zszRMGE/00006.wav,utt_001250,utt_003989,0,0.13861703872680664,success,
calibration_000143,id11100/xs7wQ9wxtZ0/00009.wav,id11130/NbELtjnkhYY/00003.wav,utt_004176,utt_004368,0,0.05305059254169464,success,
calibration_000144,id10393/dTOyxqXd_5M/00007.wav,id10852/2iV9HT3E1Ls/00005.wav,utt_001240,utt_001994,0,0.09937068074941635,success,
calibration_000145,id10912/3efhGhqizHg/00001.wav,id10956/h_vFlQ6YUAU/00005.wav,utt_002316,utt_003285,0,0.052344910800457,success,
calibration_000146,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00002.wav,utt_002089,utt_002022,1,0.6147835850715637,success,
calibration_000147,id10852/JZIc4U87Mr4/00011.wav,id10852/g5hgDbVpBQY/00006.wav,utt_002061,utt_002050,1,0.6616844534873962,success,
calibration_000148,id10017/6ya9UpdRCPs/00002.wav,id10017/PynZ3bQ3Ga4/00001.wav,utt_000320,utt_000416,1,0.5963584780693054,success,
calibration_000149,id10956/8Jim3lamzDQ/00006.wav,id10956/JtKyh83pDBs/00001.wav,utt_003254,utt_003311,1,0.5546736121177673,success,
calibration_000150,id10956/RFfFOkaYMTU/00008.wav,id11136/X2Y1UPlq0j8/00011.wav,utt_003442,utt_004493,0,0.053912073373794556,success,
calibration_000151,id11130/kYJi779BvMU/00004.wav,id11130/yY2yv2W4ZLk/00003.wav,utt_004365,utt_004425,1,0.6543643474578857,success,
calibration_000152,id10393/pxNluJ_THJg/00001.wav,id10393/zGDrufd0E7U/00001.wav,utt_001361,utt_001446,1,0.36904409527778625,success,
calibration_000153,id10017/Pkfu9rKM5QA/00003.wav,id10017/xLakEK2bbQw/00001.wav,utt_000401,utt_000451,1,0.4162907004356384,success,
calibration_000154,id10852/ch1WvFNOL50/00002.wav,id10912/ad3NhT2tA7E/00022.wav,utt_002022,utt_002348,0,0.03548453003168106,success,
calibration_000155,id10724/DP5gCFoWgGI/00004.wav,id11100/6Daa1crr9QY/00001.wav,utt_001883,utt_004047,0,-0.012235079891979694,success,
calibration_000156,id10393/JhbyTN4ivRg/00005.wav,id10393/w3GPw1Kk2yQ/00003.wav,utt_001287,utt_001405,1,0.6849210262298584,success,
calibration_000157,id10017/iwN6Hu6xyM0/00001.wav,id10912/ad3NhT2tA7E/00006.wav,utt_000393,utt_002332,0,0.2604692578315735,success,
calibration_000158,id10912/NBh6Y-hphmo/00010.wav,id11130/jfW15QZTx9k/00004.wav,utt_002419,utt_004359,0,0.1368137151002884,success,
calibration_000159,id10852/3VjC4mp7ZZM/00001.wav,id10852/QCbljH_QH9M/00004.wav,utt_002013,utt_002093,1,0.6676969528198242,success,
calibration_000160,id10724/e-vuV1-N97Q/00006.wav,id10912/WKkZvGACy8w/00001.wav,utt_001896,utt_002470,0,0.15887491405010223,success,
calibration_000161,id11136/FNJVgXnZNXM/00001.wav,id11136/lgn4MoVWAd0/00002.wav,utt_004467,utt_004472,1,0.7092145681381226,success,
calibration_000162,id10852/2iV9HT3E1Ls/00004.wav,id11100/jLxYcYqHGAg/00006.wav,utt_001993,utt_004116,0,0.09537319839000702,success,
calibration_000163,id10017/xH3Pp_5yxOk/00021.wav,id10956/5ipwzaOLhPQ/00002.wav,utt_000448,utt_003244,0,0.337583988904953,success,
calibration_000164,id10017/CYb_opUpiw4/00002.wav,id10852/sVUfcg8XQzg/00048.wav,utt_000364,utt_002141,0,0.10076802968978882,success,
calibration_000165,id11100/xs7wQ9wxtZ0/00003.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_004170,utt_004482,0,0.24755194783210754,success,
calibration_000166,id11130/HpRqgDTPkP0/00008.wav,id11130/kYJi779BvMU/00001.wav,utt_004324,utt_004362,1,0.5718100666999817,success,
calibration_000167,id10852/XgXbHX3_xIA/00004.wav,id10852/ch1WvFNOL50/00001.wav,utt_002171,utt_002021,1,0.6035046577453613,success,
calibration_000168,id10017/6ya9UpdRCPs/00002.wav,id10017/iwN6Hu6xyM0/00002.wav,utt_000320,utt_000394,1,0.5738151669502258,success,
calibration_000169,id10017/5VxX7ZI5z5s/00002.wav,id10956/pJ4Jnsz1SsA/00006.wav,utt_000314,utt_003402,0,0.3260612487792969,success,
calibration_000170,id11136/FNJVgXnZNXM/00002.wav,id11136/Pded8L7dHCQ/00002.wav,utt_004468,utt_004475,1,0.5926955342292786,success,
calibration_000171,id10956/5ipwzaOLhPQ/00003.wav,id10956/RsUKqz-Ng84/00005.wav,utt_003245,utt_003451,1,0.5553370118141174,success,
calibration_000172,id10017/Pkfu9rKM5QA/00004.wav,id10017/xH3Pp_5yxOk/00009.wav,utt_000402,utt_000436,1,0.5210060477256775,success,
calibration_000173,id10017/Pkfu9rKM5QA/00006.wav,id11136/Axf1v9rZsEw/00006.wav,utt_000404,utt_004453,0,0.08700099587440491,success,
calibration_000174,id10852/3VjC4mp7ZZM/00001.wav,id10912/KRRbdyUUtLo/00002.wav,utt_002013,utt_002397,0,0.09513619542121887,success,
calibration_000175,id10724/uw8SDDK6Mbk/00006.wav,id10852/sVUfcg8XQzg/00006.wav,utt_001926,utt_002099,0,0.07006287574768066,success,
calibration_000176,id10852/XgXbHX3_xIA/00003.wav,id10852/cucj7WNGWmU/00001.wav,utt_002170,utt_002024,1,0.5087847113609314,success,
calibration_000177,id11130/HpRqgDTPkP0/00007.wav,id11136/Axf1v9rZsEw/00009.wav,utt_004323,utt_004456,0,0.03374207764863968,success,
calibration_000178,id10724/kHSikgTOz70/00005.wav,id11136/vZjpmzzZ_ng/00002.wav,utt_001912,utt_004480,0,0.07648024708032608,success,
calibration_000179,id10724/XVoRDzwHwDU/00025.wav,id11136/Pded8L7dHCQ/00004.wav,utt_001981,utt_004477,0,0.2116447389125824,success,
calibration_000180,id10393/DMBVJM39ybM/00001.wav,id10912/67p2Yi5aHUM/00002.wav,utt_001228,utt_002322,0,-0.03628578782081604,success,
